"","player","season","schl","games","gs","mp"
"11442","Tracy Abrams",2011,"Illinois",32,NA,673
"11443","Tracy Abrams",2012,"Illinois",36,32,1032
"11444","Tracy Abrams",2013,"Illinois",35,35,1054
"11445","Tracy Abrams",2016,"Illinois",35,30,846
"11446","Trae Berhow",2018,"Northern Iowa",34,33,900
"11447","Trae Berhow",2019,"Northern Iowa",31,31,1026
"11448","Trae Berhow",2020,"Northern Iowa",22,20,725
"11449","Trae Berhow",2021,"Northern Iowa",30,30,1025
"11450","Trae Hannibal",2021,"Murray State",34,1,746
"11451","Trae Young",2017,"Oklahoma",32,32,1133
"11452","Traevon Jackson",2011,"Wisconsin",17,0,92
"11453","Traevon Jackson",2012,"Wisconsin",35,29,973
"11454","Traevon Jackson",2013,"Wisconsin",38,38,1170
"11455","Traevon Jackson",2014,"Wisconsin",21,17,506
"11456","Trahson Burrell",2014,"Memphis",31,11,741
"11457","Trahson Burrell",2015,"Memphis",32,10,766
"11458","Tramaine Isabell",2014,"Missouri",27,1,405
"11459","Tramaine Isabell",2015,"Missouri",28,2,457
"11460","Tramique Sutherland",2014,"Bradley",24,24,864
"11461","Travell Washington",2018,"Illinois-Chicago",28,13,309
"11462","Travell Washington",2019,"Illinois-Chicago",22,0,176
"11463","Travis Atson",2016,"Tulsa",22,3,135
"11464","Travis Carroll",2010,"Purdue",31,6,284
"11465","Travis Carroll",2011,"Purdue",35,19,597
"11466","Travis Carroll",2012,"Purdue",33,2,275
"11467","Travis Carroll",2013,"Purdue",26,1,185
"11468","Travis Hallam",2010,"Denver",30,29,1071
"11469","Travis Hallam",2011,"Denver",29,0,411
"11470","Travis Releford",2010,"Kansas",29,NA,302
"11471","Travis Releford",2011,"Kansas",39,38,1206
"11472","Travis Releford",2012,"Kansas",37,37,1252
"11473","Travis Trice",2011,"Michigan State",32,0,551
"11474","Travis Trice",2012,"Michigan State",27,0,503
"11475","Travis Trice",2013,"Michigan State",36,8,801
"11476","Travis Trice",2014,"Michigan State",39,33,1309
"11477","Travis Wilkins",2012,"Ohio",30,NA,365
"11478","Travis Wilkins",2013,"Ohio",37,14,890
"11479","Travon Baker",2012,"Northern Illinois",30,18,668
"11480","Travon Baker",2013,"Northern Illinois",32,NA,894
"11481","Travon Baker",2014,"Northern Illinois",30,18,768
"11482","Travon Baker",2015,"Northern Illinois",34,34,976
"11483","Travon Bell",2017,"Chicago State",25,2,345
"11484","Travon Bell",2018,"Chicago State",29,21,803
"11485","Travon Broadway",2019,"Central Michigan",32,14,662
"11486","Travon Broadway",2020,"Central Michigan",18,18,538
"11487","Travon Woodall",2010,"Pittsburgh",34,4,734
"11488","Travon Woodall",2011,"Pittsburgh",28,27,869
"11489","Travon Woodall",2012,"Pittsburgh",33,33,943
"11490","Tray Buchanan",2017,"North Dakota",31,1,372
"11491","Tray Buchanan",2019,"South Dakota State",12,0,173
"11492","Tray Jackson",2019,"Missouri",26,0,210
"11493","Tray Jackson",2023,"Michigan",7,0,126
"11494","Tray Maddox",2022,"Western Michigan",25,18,727
"11495","Trayce Jackson-Davis",2019,"Indiana",32,32,939
"11496","Trayce Jackson-Davis",2020,"Indiana",27,27,925
"11497","Trayce Jackson-Davis",2021,"Indiana",35,35,1129
"11498","Trayce Jackson-Davis",2022,"Indiana",32,32,1108
"11499","Trayden Williams",2020,"Robert Morris",18,1,418
"11500","Trayvon Palmer",2014,"Chicago State",30,19,736
"11501","Trayvon Palmer",2015,"Chicago State",30,28,905
"11502","Trayvon Palmer",2016,"Chicago State",32,32,1151
"11503","TrayVonn Wright",2010,"North Dakota State",29,1,473
"11504","TrayVonn Wright",2011,"North Dakota State",31,23,734
"11505","TrayVonn Wright",2012,"North Dakota State",34,33,951
"11506","TrayVonn Wright",2013,"North Dakota State",33,33,970
"11507","Tre' Williams",2019,"Minnesota",31,5,503
"11508","Tre' Williams",2020,"Minnesota",27,13,502
"11509","Tre'Shaun Fletcher",2017,"Toledo",33,33,1087
"11510","Tre'Shawn Thurman",2014,"Omaha",29,26,749
"11511","Tre'Shawn Thurman",2015,"Omaha",32,32,878
"11512","Tre'Shawn Thurman",2016,"Omaha",32,32,954
"11513","Tre Brewer",2010,"Youngstown State",29,4,518
"11514","Tre Burnette",2014,"South Dakota",33,33,670
"11515","Tre Burnette",2015,"South Dakota",32,23,752
"11516","Tre Cobbs",2016,"Northern Kentucky",8,0,15
"11517","Tre Cobbs",2017,"Northern Kentucky",15,0,86
"11518","Tre Cobbs",2019,"Northern Kentucky",14,0,97
"11519","Tre Demps",2011,"Northwestern",4,1,57
"11520","Tre Demps",2012,"Northwestern",31,9,600
"11521","Tre Demps",2013,"Northwestern",33,6,982
"11522","Tre Demps",2014,"Northwestern",32,25,1043
"11523","Tre Demps",2015,"Northwestern",32,32,1185
"11524","Tre Edwards",2010,"Northern Illinois",1,0,12
"11525","Tre Edwards",2020,"Akron",5,0,11
"11526","Tre Gomillion",2019,"Cleveland State",32,32,874
"11527","Tre Gomillion",2020,"Cleveland State",27,27,762
"11528","Tre Gomillion",2021,"Cleveland State",31,31,886
"11529","Tre Gomillion",2022,"Missouri",24,9,406
"11530","Tre Harris",2014,"Kansas State",21,1,211
"11531","Tre Hawkins",2014,"Miami (OH)",1,0,1
"11532","Tre Holloman",2022,"Michigan State",34,0,293
"11533","Tre Holloman",2023,"Michigan State",6,1,105
"11534","Tre Jackson",2019,"Iowa State",31,12,670
"11535","Tre Jackson",2020,"Iowa State",16,7,437
"11536","Tre Jackson",2021,"Iowa State",28,0,358
"11537","Tre King",2022,"Iowa State",23,5,409
"11538","Tre King",2023,"Iowa State",6,6,141
"11539","Tre Scott",2016,"Cincinnati",34,0,356
"11540","Tre Scott",2017,"Cincinnati",36,0,449
"11541","Tre Scott",2018,"Cincinnati",35,35,1071
"11542","Tre Scott",2019,"Cincinnati",30,30,1011
"11543","Tre Vance",2015,"Oral Roberts",10,0,41
"11544","Tre Williams",2019,"Indiana State",30,30,741
"11545","Tre Williams",2020,"Indiana State",25,25,763
"11546","Treadwell Lewis",2010,"Robert Morris",6,0,13
"11547","Treadwell Lewis",2011,"Robert Morris",6,0,11
"11548","Treadwell Lewis",2012,"Robert Morris",6,1,17
"11549","Treavon Martin",2020,"Illinois-Chicago",1,0,2
"11550","Treg Setty",2011,"Southern Illinois",31,10,505
"11551","Treg Setty",2013,"Ohio",36,0,416
"11552","Treg Setty",2014,"Ohio",29,2,512
"11553","Treg Setty",2015,"Ohio",35,35,985
"11554","Tremell Murphy",2018,"Drake",33,32,873
"11555","Tremell Murphy",2019,"Drake",5,5,88
"11556","Tremell Murphy",2020,"Drake",31,31,848
"11557","Tremell Murphy",2021,"Drake",35,34,995
"11558","Trendon Hankerson",2018,"Northern Illinois",21,2,394
"11559","Trendon Hankerson",2019,"Northern Illinois",31,31,974
"11560","Trendon Hankerson",2020,"Northern Illinois",19,19,644
"11561","Trendon Hankerson",2021,"Northern Illinois",30,30,1011
"11562","Trendon Hankerson",2022,"Akron",33,33,1067
"11563","Trent Brown",2019,"Southern Illinois",32,1,656
"11564","Trent Brown",2020,"Southern Illinois",26,26,850
"11565","Trent Brown",2021,"Southern Illinois",19,0,296
"11566","Trent Brown",2022,"Southern Illinois",32,19,509
"11567","Trent Brown",2023,"Southern Illinois",5,5,159
"11568","Trent Frazier",2017,"Illinois",32,16,842
"11569","Trent Frazier",2018,"Illinois",32,30,975
"11570","Trent Frazier",2019,"Illinois",31,30,944
"11571","Trent Frazier",2020,"Illinois",31,31,1044
"11572","Trent Frazier",2021,"Illinois",31,30,1076
"11573","Trent Middleton",2023,"Ball State",6,0,100
"11574","Trent Perry",2013,"Eastern Michigan",1,0,0
"11575","Trent Perry",2014,"Eastern Michigan",21,0,160
"11576","Trent Perry",2015,"Eastern Michigan",19,0,126
"11577","Trent Pierce",2023,"Missouri",6,0,28
"11578","Trenton Gibson",2022,"Indiana State",32,12,523
"11579","Trenton Johnson",2023,"Detroit Mercy",5,0,131
"11580","Trevante Anderson",2022,"Illinois-Chicago",29,27,949
"11581","Trevian Bell",2017,"Green Bay",25,2,326
"11582","Trevian Bell",2018,"Green Bay",38,0,559
"11583","Trevian Bell",2019,"Green Bay",32,1,562
"11584","Trevin Wade",2020,"Wichita State",9,0,72
